lei,activity_year,action_taken,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,loan_purpose,occupancy_type,lien_status,loan_type,county_code,aus_1,construction_method,total_units,submission_of_application,initially_payable_to_institution,conforming_loan_limit,amortization,interest_only_payment,balloon_payment,negative_amortization,has_co_applicant,loan_amount,income,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,open_end_line_of_credit,reverse_mortgage,business_or_commercial_purpose
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,185000,125000,235000,76.883,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,265000,172000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,525000,98000,565000,93.753,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,265000,114000,305000,85.399,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,355000,87000,385000,93.963,48,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,125000,111000,145000,83.996,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,1,12011,3,1,1,2,1,C,1,2,2,2,0,335000,117000,345000,97.0,,2,2,2
549300EXAMPLE000001,2024,2,,,,,32,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,0,315000,73000,365000,86.732,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,145000,100000,255000,58.106,,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,0,125000,168000,135000,97.0,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,325000,138000,385000,84.824,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,275000,80000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,275000,147000,305000,89.701,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,155000,213000,,,,2,2,2
549300EXAMPLE000001,2024,3,6,3,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,1,235000,52000,285000,82.699,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,295000,118000,465000,62.996,,2,2,2
549300EXAMPLE000001,2024,3,3,3,,,31,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,145000,182000,205000,68.938,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,235000,53000,365000,64.71,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,1,305000,124000,315000,97.0,36,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,3,1,1,2,1,C,1,2,2,2,1,375000,111000,465000,80.362,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,0,505000,75000,895000,56.379,44,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,325000,83000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,155000,61000,175000,89.7,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,155000,99000,175000,85.519,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,315000,81000,365000,87.296,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,105000,185000,155000,64.21,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,265000,73000,345000,76.579,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,235000,146000,285000,82.886,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,0,225000,107000,275000,83.253,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,115000,125000,145000,82.055,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,235000,46000,285000,82.237,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,365000,120000,415000,87.071,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,315000,186000,,,,2,2,2
549300EXAMPLE000001,2024,3,4,3,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,235000,71000,235000,97.0,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,185000,82000,235000,79.363,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,235000,64000,295000,79.123,47,2,2,2
549300EXAMPLE000001,2024,3,2,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,105000,181000,135000,77.58,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,135000,141000,175000,76.623,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,0,185000,132000,235000,80.656,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,32,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,165000,68000,215000,79.634,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,0,345000,111000,375000,91.661,39,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,235000,82000,275000,83.379,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,1,195000,115000,235000,82.194,39,2,2,2
549300EXAMPLE000001,2024,3,4,3,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,415000,84000,445000,91.798,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,215000,97000,265000,80.913,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,1,225000,136000,285000,79.018,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,0,305000,155000,345000,87.722,41,2,2,2
549300EXAMPLE000001,2024,3,2,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,295000,76000,355000,82.634,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,195000,121000,255000,74.879,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,105000,145000,185000,59.388,48,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,185000,71000,185000,106.0,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,245000,43000,285000,85.711,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,415000,121000,425000,97.0,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,175000,270000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,235000,49000,305000,75.956,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,235000,90000,285000,81.32,40,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,495000,69000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12099,1,1,1,1,1,C,1,2,2,2,1,255000,163000,325000,79.682,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,425000,54000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,165000,61000,175000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,115000,70000,175000,66.437,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,365000,113000,425000,97.04,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,1,315000,113000,365000,85.546,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,205000,59000,225000,91.681,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,0,255000,72000,355000,70.157,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,155000,99000,185000,84.908,48,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,205000,47000,265000,79.229,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12099,3,1,1,2,1,C,1,2,2,2,0,205000,48000,215000,97.0,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,0,455000,175000,545000,83.351,38,2,2,2
549300EXAMPLE000001,2024,3,1,,,,31,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,1,195000,124000,205000,93.477,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,265000,157000,275000,94.871,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,95000,63000,155000,63.916,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,125000,69000,135000,89.058,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,455000,75000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,685000,176000,795000,85.758,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,0,365000,119000,395000,93.613,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,2,1,C,1,2,2,2,1,295000,105000,385000,75.611,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,2,1,C,1,2,2,2,0,355000,69000,365000,97.0,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,1,165000,159000,215000,76.75,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,295000,55000,345000,87.507,48,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,355000,67000,365000,97.0,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,0,495000,51000,585000,84.251,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,2,1,1,2,1,C,1,2,2,2,1,535000,93000,645000,82.243,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,305000,86000,305000,97.0,43,2,2,2
549300EXAMPLE000001,2024,3,4,,,,31,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,245000,144000,255000,96.615,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,255000,61000,,,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,225000,121000,265000,84.709,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,245000,356000,365000,66.544,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,245000,73000,355000,70.526,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,175000,142000,185000,94.684,42,2,2,2
549300EXAMPLE000001,2024,3,1,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,205000,99000,215000,96.863,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,135000,57000,155000,86.986,42,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,0,165000,80000,175000,97.0,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,285000,95000,325000,86.84,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,85000,54000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,245000,240000,285000,84.005,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,185000,169000,225000,86.323,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,195000,106000,195000,95.914,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,32,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,145000,69000,175000,82.024,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,345000,63000,435000,79.136,,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,0,145000,127000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,275000,79000,285000,97.0,37,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,255000,110000,275000,93.488,46,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,395000,42000,465000,86.422,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,295000,82000,365000,81.358,42,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,315000,158000,355000,88.208,,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12099,1,1,1,2,1,C,1,2,2,2,0,335000,121000,375000,87.685,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,155000,167000,225000,68.536,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,305000,51000,295000,103.993,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,0,185000,110000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,295000,71000,385000,77.771,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,215000,45000,275000,78.629,37,2,2,2
549300EXAMPLE000001,2024,3,1,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,435000,119000,495000,88.737,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,185000,59000,195000,92.004,38,2,2,2
549300EXAMPLE000001,2024,3,4,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,285000,44000,305000,92.803,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,175000,97000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,1,245000,136000,265000,91.796,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,205000,61000,245000,85.176,43,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,3,1,1,2,1,C,1,2,2,2,0,275000,62000,345000,80.142,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,185000,36000,195000,94.569,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,225000,107000,225000,97.0,,2,2,2
549300EXAMPLE000001,2024,2,,,,,32,1,1,1,12099,1,1,1,2,1,C,1,2,2,2,1,135000,68000,155000,84.846,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,225000,77000,275000,83.582,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,205000,81000,235000,87.477,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,0,215000,213000,275000,80.363,48,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,345000,51000,415000,84.962,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,3,1,1,2,1,C,1,2,2,2,0,265000,94000,365000,72.956,41,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,235000,121000,265000,86.852,37,2,2,2
549300EXAMPLE000001,2024,3,6,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,175000,77000,195000,88.447,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,265000,62000,285000,106.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,375000,113000,395000,97.0,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,105000,95000,155000,66.539,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,435000,110000,445000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,245000,117000,255000,97.0,43,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,415000,93000,495000,84.583,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,2,1,1,2,1,C,1,2,2,2,1,295000,61000,375000,78.347,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,235000,103000,255000,93.962,46,2,2,2
549300EXAMPLE000001,2024,3,6,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,355000,145000,445000,80.352,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,145000,171000,195000,75.909,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,125000,93000,185000,64.102,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12099,1,1,1,1,1,C,1,2,2,2,1,745000,157000,1045000,70.655,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,2,1,1,1,1,C,1,2,2,2,0,195000,70000,265000,74.944,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,1,285000,113000,365000,77.655,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,365000,68000,465000,78.595,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,225000,64000,335000,67.936,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,115000,79000,155000,76.364,39,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,345000,100000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,465000,129000,545000,84.392,,2,2,2
549300EXAMPLE000001,2024,3,1,,,,1,1,1,1,12086,3,1,1,2,1,C,1,2,2,2,0,295000,113000,345000,85.924,45,2,2,2
549300EXAMPLE000001,2024,3,4,,,,31,1,1,1,12086,3,1,1,2,1,C,1,2,2,2,0,155000,158000,155000,97.0,,2,2,2
549300EXAMPLE000001,2024,2,,,,,32,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,295000,55000,305000,97.0,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,2,12011,1,1,1,2,1,C,1,2,2,2,1,265000,36000,285000,91.063,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,1,235000,103000,245000,93.29,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,155000,103000,285000,55.642,45,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,0,255000,173000,275000,89.837,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,31,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,1,375000,122000,415000,89.632,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,165000,83000,255000,62.488,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,315000,128000,325000,97.0,45,2,2,2
549300EXAMPLE000001,2024,3,2,9,,,32,1,1,1,12099,2,1,1,1,1,C,1,2,2,2,0,125000,198000,185000,70.676,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,31,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,195000,116000,195000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,185000,198000,255000,70.905,46,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,245000,67000,325000,74.657,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,0,155000,181000,175000,86.179,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,255000,50000,295000,85.196,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,165000,44000,215000,77.952,46,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,165000,173000,225000,73.641,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,195000,166000,355000,54.661,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,255000,162000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,1,325000,132000,345000,94.686,,2,2,2
549300EXAMPLE000001,2024,3,6,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,235000,122000,245000,92.541,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,285000,97000,315000,90.08,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,85000,39000,125000,62.644,36,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,1,395000,107000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,215000,90000,295000,71.883,38,2,2,2
549300EXAMPLE000001,2024,3,9,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,245000,72000,335000,73.893,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,165000,68000,205000,80.723,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,375000,84000,425000,87.127,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,185000,113000,225000,82.616,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,195000,69000,215000,87.242,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,255000,108000,295000,85.528,39,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,155000,114000,275000,59.196,39,2,2,2
549300EXAMPLE000001,2024,3,2,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,255000,93000,325000,78.928,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,305000,64000,335000,92.025,47,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,125000,70000,215000,59.488,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,2,1,1,2,1,C,1,2,2,2,0,225000,113000,,,,2,2,2
